method,S24_ratio_halfsum,axis_sep_halfsum_deg,S24_halfdiff,deficit_ref,syst_frac
commander,0.12279199495110159,0.0,0.08008239512234633,352.20253962955115,0.00022737597294607102
sevem,0.09542950080025456,0.0,0.013119033270105482,352.20253962955115,3.7248548190209426e-05
smica,0.11847100264259258,0.0,0.04200752226928662,352.20253962955115,0.00011927092380841545
